offer_id,offer_type,property_type,area,condition,agency,office_city
Ju4OltTKR0f,sale,house,260,"fully renovated","Realitné kancelárie SR",Bratislava
Juu2Y87Z-DK,sale,house,220,"partially renovated","TUreality s.r.o.",Žilina
JupTefFT3SIq,sale,house,180,"partially renovated","Romantické Chalupy, s.r.o.",Bratislava
JuAxm4BTAPE,sale,house,240,unrenovated,"BeMi realitná kancelária",Nitra
JukEQsAHFmW,sale,house,100,"partially renovated","B10 Slovensko, a. s.",Žilina
JuIfd2KOAqJ,rent,house,260,"new construction","Realitné kancelárie SR",Bratislava
Juq41p0QoVh,sale,house,160,"partially renovated","Realitná kancelária",Bratislava
JuE5s_J_0mm,sale,house,300,"partially renovated","BeMi realitná kancelária",Nitra
JuI2CpNT1P5,sale,house,190,"fully renovated","Vianema s.r.o.",Bratislava
JumgmN6Y0Rr,sale,house,150,unrenovated,"Realitná kancelária",Bratislava
Ju9JGGI9iqn,sale,house,190,"new construction","RS Mansory s.r.o.",Bratislava
JuMiWG_Bjr-,sale,house,160,unrenovated,"Safe reality s. r. o.",Žilina
JuoozgHS-2r,sale,house,160,unrenovated,"B10 Slovensko, a. s.",Žilina
Juzaery-uaM,sale,house,139,"new construction","Buby reality, s.r.o.",Žilina
JuJSekEM4oc,sale,house,102,"new construction","Apollo House",Bratislava
Jub5SX0zXuB,sale,house,33,"new construction","Realitné kancelárie SR",Bratislava
JubJO0qS-zH,sale,house,140,"partially renovated",jabyvam.sk,"Liptovský Mikuláš"
JueA1N-Ntfj,sale,house,96,"fully renovated","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuHtgn-PdTN,sale,house,106,"new construction","TUreality s.r.o.",Žilina
Jub25_ejcJA,sale,house,153,"fully renovated","Nestor Capital s.r.o.",Bratislava
JuvMlRWqyJoo,sale,house,240,unrenovated,"MGM reality",Žilina
JuImMdEmrRE,sale,house,765,unrenovated,"BV REAL PD, s.r.o.",Prievidza
JuzSO8DcIjL,sale,house,150,"fully renovated","Reality Simply",Martin
JuT-mCUWMWu,sale,house,120,"new construction",liptoreal,"Liptovský Mikuláš"
Ju14mSBpDUx,sale,house,200,"partially renovated","HOLESTIAK.sk reality s.r.o.",Čadca
Ju9vhNLIhpv,sale,house,550,"new construction","Realitná kancelária DOM",Žilina
Ju07wpce3-e,sale,house,50,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JuiIP6qTDBs,sale,house,100,"partially renovated","OVERENÉ REALITY","Banská Bystrica"
JuWA9aOrYrn,sale,house,120,"partially renovated","ALT REAL, s.r.o.",Martin
JuTaKGvu-_W,sale,house,100,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
Juolbg2gxyQ,sale,house,300,"new construction","RE/MAX Slovakia",Bratislava
JuOzMZP3NXD,sale,house,70,"partially renovated","1. Reality Rent, s.r.o.",Žilina
Ju0_zNn7daF,sale,house,300,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JuhiXx9KEAl,sale,house,612,"partially renovated","Reality BL, s.r.o.","Kysucké Nové Mesto"
JuXifi6XaeN,sale,house,168,unrenovated,NULL,NULL
JuD_VuWF7qU,sale,house,94,"new construction","RK Dalmia s. r. o.","Dolný Kubín"
Ju7FT7K1T9V,sale,house,156,unrenovated,"Reality IQ, s.r.o.",Žilina
Ju1tEs_gT7e,sale,house,140,"new construction","1. Reality Rent, s.r.o.",Žilina
JufiwULhgJw,sale,house,120,unrenovated,"Real Reality Development s.r.o.",Martin
JujDi-L-0hf,sale,house,126,"new construction","RE/MAX Slovakia",Bratislava
JuWVZLxkLMK,sale,house,1375,"partially renovated","Reality Alpia",Martin
JuUrENnUrd4,sale,house,120,unrenovated,"Reality Center, s.r.o.",Martin
JuKIEskdsEp,sale,house,104,"new construction","Real Estate Group4U","Považská Bystrica"
JuRBO1iDcGe,sale,house,240,"partially renovated","Felicita Real s. r. o.",Martin
JuMud2YGw9_,sale,house,125,"fully renovated",NULL,NULL
JuipKl1rZoI,sale,house,140,"fully renovated",NULL,NULL
JuzawK4H-li,sale,house,70,unrenovated,"BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
Ju6l6A2iskM,sale,house,104,"new construction","BeMi realitná kancelária",Nitra
JuiNBbsX-1P,rent,house,150,"new construction","RIEŠIME BÝVANIE",Bratislava
JuIGCsa_wh0,sale,house,200,"new construction","Buby reality, s.r.o.",Žilina
JunwM7MkcDW,sale,house,220,unrenovated,"Realitné kancelárie SR",Bratislava
JuCbUaiZ-t8,sale,house,180,unrenovated,"HOLESTIAK.sk reality s.r.o.",Čadca
JuPBoWiotP6,sale,house,86,"new construction","RIEŠIME BÝVANIE",Bratislava
Ju39TpZdQum,sale,house,145,"new construction",NULL,NULL
Juc86BqO6w7,sale,house,60,"fully renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuGKJDezGKy,sale,house,160,unrenovated,"RS Mansory s.r.o.",Bratislava
JuyVW5GYHzb,sale,house,100,"development project","YFE, s.r.o.",Žilina
JufXd7f876u,sale,house,130,"under construction","RIEŠIME BÝVANIE",Bratislava
JuvDMV343M4,sale,house,100,"new construction","TOCA, s.r.o. Realitná činnosť",Bytča
JuGGmyAKTE2V,sale,house,180,"partially renovated","Realitné kancelárie SR",Bratislava
JunqWaLvLjb,sale,house,140,"new construction","NajBývanie, s.r.o.",Ružomberok
JufxA_4siD5,sale,house,180,unrenovated,"GRAVITAS a. s.",Bratislava
JuNEJj6Bobe,sale,house,278,unrenovated,"New Ways Reality&Financie",Poprad
Ju7GkmUpk7w,sale,house,84,"partially renovated","NajBývanie, s.r.o.",Ružomberok
JueqFSdFlNV,sale,house,280,unrenovated,"OREA, s.r.o.","Dolný Kubín"
Ju5uqi4FeNX,sale,house,NULL,"fully renovated","HALO reality, s.r.o.",Prievidza
JuugYuyjxCy,sale,house,461,unrenovated,NajlepšíMakléri.sk,Bratislava
JuENmSVbf52,sale,house,773,"new construction","Reality Alpia",Martin
JuSDor_pBw9,sale,house,106,"new construction","Buby reality, s.r.o.",Žilina
JuEl9XITon-,sale,house,100,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JuQ4i8mNwlL,sale,house,65,unrenovated,"TARGETreal s. r. o.",Žilina
Ju3IlwS0uHk,sale,house,300,"partially renovated","DreamReality s.r.o.",Žilina
JurqmynKY4o,sale,house,240,"new construction","RE/MAX Slovakia",Bratislava
JuhsSA9jVzs,sale,house,250,unrenovated,"B10 Slovensko, a. s.",Žilina
JuvA9DjdPST,sale,house,140,"new construction","ALT REAL, s.r.o.",Martin
JuXVSVVWVLI,sale,house,60,"fully renovated","Romantické Chalupy, s.r.o.",Bratislava
JuETUDXgsIk,sale,house,105,"partially renovated","Piata Avenue",Žilina
JuYGxQztZEP,sale,house,103,"new construction",NULL,NULL
Juv2ewXXJKK,sale,house,300,"fully renovated","TARGETreal s. r. o.",Žilina
Juy6D0BMpPr,sale,house,35,"new construction","Reality Center, s.r.o.",Martin
JuRvLvEuC6c,sale,house,300,"partially renovated","SLNOVRAT, s.r.o.",Olešná
JuwhHVVh05e,sale,house,192,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JubBBZpieJ3,sale,house,100,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JupqlbF43-v,sale,house,150,unrenovated,"StorkReal s. r. o.","Rajecká Lesná"
JuqhO5GsZ4W,sale,house,180,"new construction","Realitné kancelárie SR",Bratislava
Juc74a1hN-t,sale,house,NULL,unrenovated,NULL,NULL
JuZgj6k1S7C,sale,house,348,"partially renovated","TARGETreal s. r. o.",Žilina
JuvbGiTBrMG,sale,house,168,"new construction","New Ways Reality&Financie",Poprad
JutexiRTg9m,sale,house,300,unrenovated,"RS Mansory s.r.o.",Bratislava
Ju6pNzkI7kN,sale,house,882,unrenovated,"Reality Alpia",Martin
JuIyY_wrQVH,sale,house,81,"new construction","WFG reality, s.r.o.",Žilina
JuhQKNPNiRq,sale,house,210,"fully renovated","AnoReal, s.r.o.",Stráňavy
JuSh2BSeYCy,sale,house,317,"fully renovated","BeMi realitná kancelária",Nitra
Jua80WPKb_h,sale,house,133,unrenovated,"LICITOR group, a.s.",Žilina
JuWDHMTcRk5,sale,house,456,"partially renovated","Nové bývanie",Nitra
JuXLOLWve3w,sale,house,348,"partially renovated","Realitná kancelária",Bratislava
JuQ6y__HQN4,sale,house,1,"fully renovated","LIF REAL",Martin
JuXlTElDSTb,sale,house,700,"new construction","DreamReality s.r.o.",Žilina
JuL5-OdofNk,sale,house,300,"new construction","RAJA, spol. s r.o.","Svätý Jur"
JudAAa45gzT,sale,house,140,unrenovated,"B10 Slovensko, a. s.",Žilina
JuptIY7K5YK,sale,house,828,"partially renovated","Reality Alpia",Martin
JuMof2f50da,sale,house,60,"partially renovated","Reality IQ, s.r.o.",Žilina
JunBZ5UZ987,sale,house,170,"partially renovated","Realitné kancelárie SR",Bratislava
JuZgBXj7DfA,sale,house,160,unrenovated,"RE/MAX Slovakia",Bratislava
Ju5BwjQ6s7y,sale,house,165,"partially renovated","SLNOVRAT, s.r.o.",Olešná
JuQab_JUcgQ,rent,house,162,"new construction","Reality ASTORIA, s.r.o.",Martin
JuEB6osELcj,sale,house,100,"partially renovated","Romantické Chalupy, s.r.o.",Bratislava
Ju34HqZzlYZ,sale,house,220,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
Ju_JIspGy8j,sale,house,42,"fully renovated",jabyvam.sk,"Liptovský Mikuláš"
JuwY9aBM81x,sale,house,300,"partially renovated","Like Reality s.r.o.","Považská Bystrica"
Ju6FkAOvz_r,sale,house,79,unrenovated,"AstonReal s.r.o.","Banská Bystrica"
Ju8bN6JmGCo,sale,house,120,unrenovated,"Reality ASTORIA, s.r.o.",Martin
Juq7eJIJyLK,sale,house,310,"partially renovated",NULL,NULL
JuF5wwqoPt-,sale,house,90,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JuXBeZX2j2W,sale,house,150,"fully renovated","JKV REAL",Prievidza
JuRB3GLBQlr,sale,house,140,unrenovated,"TUreality s.r.o.",Žilina
JulDvECm5wW,sale,house,175,"new construction","RIEŠIME BÝVANIE",Bratislava
JuWpbcAmhWj,sale,house,180,"new construction","Realitné kancelárie SR",Bratislava
JutdauUbuYB,sale,house,178,"new construction","OREA, s.r.o.","Dolný Kubín"
JuKt4j2XFxX,sale,house,788,"partially renovated","Reality Alpia",Martin
JuTM2PfA7TL,sale,house,172,"partially renovated","TUreality s.r.o.",Žilina
JuHuCArgKgQ,sale,house,90,"new construction","RE/MAX Slovakia",Bratislava
JuLlb3Y20Mb,sale,house,158,"new construction","BeMi realitná kancelária",Nitra
Jusa__2WO0Z,sale,house,101,"partially renovated","XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
JujyaTVjwhA,sale,house,116,"new construction",NULL,NULL
Jucbi7PZEnm,sale,house,90,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JuM1C8fcu8K,sale,house,847,"fully renovated","TUreality s.r.o.",Žilina
Ju-vY43kOSm,sale,house,120,"fully renovated","1. Reality Rent, s.r.o.",Žilina
Ju6dKyzXet6,sale,house,131,"new construction","ŽILINAREAL, s.r.o.",Žilina
JudnXD8m-sc,sale,house,102,"under construction","ROMDOM, s. r. o",Žilina
Ju6vI9Ongqb,sale,house,270,"partially renovated","YNI reality",Žilina
JuSGs9I7N10c,sale,house,236,"partially renovated","BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuQQeemtPlQ,sale,house,445,"partially renovated","TUreality s.r.o.",Žilina
JuN0fpmLbue,sale,house,400,"fully renovated","Pegas real s.r.o.",Bratislava
Juc14yxwCWy,sale,house,209,"under construction","ARBIZ real estate & finance s. r. o.",Ružomberok
JuA6unfH09z,sale,house,250,"partially renovated","Reality ASTORIA, s.r.o.",Martin
JuRRi65QQer,rent,house,240,unrenovated,"Realitné kancelárie SR",Bratislava
JuoL9EBWGdw,sale,house,84,unrenovated,"WFG reality, s.r.o.",Žilina
Jus49Ig9CXx,sale,house,100,"partially renovated","JPE. Reality - Jozef Pajer",Čadca
JuT-lYDfSlr,sale,house,120,"new construction","Apollo House",Bratislava
JuTsKQYVo81,sale,house,318,"fully renovated","bezmaklérov, s.r.o.",Žilina
JuvJClErKby,sale,house,75,unrenovated,"WFG reality, s.r.o.",Žilina
JuImgMwAlae,sale,house,125,"new construction","MGM reality",Žilina
Junjv5ltBRp,sale,house,100,"under construction","Realitná kancelária",Bratislava
JuJRg0E5VNn,sale,house,140,"new construction","ALT REAL, s.r.o.",Martin
Ju_7upNwBrj,sale,house,110,unrenovated,"RK Dalmia s. r. o.","Dolný Kubín"
Juyma4ypNNK,sale,house,240,"new construction","Reality MT s.r.o.",Martin
Ju21sNa5df6,sale,house,250,"partially renovated","Buby reality, s.r.o.",Žilina
JueQzTcIDeQ,sale,house,42,"new construction","FISCHER & PARTNERS, s.r.o.",Ružomberok
JuWFwDq9Hos,sale,house,100,unrenovated,"AstonReal s.r.o.","Banská Bystrica"
Juw-gEYpFG_,sale,house,135,"new construction","SLNOVRAT, s.r.o.",Olešná
Ju3_GjYaBPA,sale,house,1056,unrenovated,"MENÍME BÝVANIE",Čadca
JufgKb9FR3J,sale,house,60,"partially renovated","Romantické Chalupy, s.r.o.",Bratislava
JunNJzhFnyu,sale,house,270,"fully renovated",Reality+,Žilina
Juk_6IbuVg4,sale,house,240,unrenovated,"MGM reality",Žilina
JuzURL47734,sale,house,1,unrenovated,"Direct Real, spol. s r.o.",Bratislava
Juhv-0ib6ND,sale,house,1,unrenovated,"TOCA, s.r.o. Realitná činnosť",Bytča
JulUfy26PQZ,sale,house,205,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JuFy8odNEYG,sale,house,1281,"fully renovated","Reality Alpia",Martin
JuzPTGI_Ub6,sale,house,120,"new construction","Realitná kancelária DOM",Žilina
JubVNOBehQJp,sale,house,260,"fully renovated","ŽILINAREAL, s.r.o.",Žilina
JujihkczWnc,sale,house,NULL,"partially renovated","Wealth Group, s.r.o.","Nová Dedinka"
Ju5HL9HCWYK,sale,house,806,"partially renovated","TUreality s.r.o.",Žilina
JuTAR5A7Hvk,sale,house,209,"new construction","TOCA, s.r.o. Realitná činnosť",Bytča
Juk8YxA4P9Q,sale,house,128,"partially renovated","VICTORY REALITY Residence s. r. o.","Banská Bystrica"
JuH7gFUPY7f,sale,house,280,"fully renovated","RIEŠIME BÝVANIE",Bratislava
JuVQBJSx5aQ,sale,house,100,unrenovated,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuHEeYDAKYc,sale,house,200,unrenovated,"Ing. Marcela Pišteková",Turzovka
Ju4LHbtx5iy,sale,house,49,unrenovated,"U9, a.s.",Bratislava
Ju818YWB7Et,sale,house,195,"partially renovated","Reality AK, spol. s r.o.",Martin
JuvprX5EDq1,sale,house,88,"fully renovated","OREA, s.r.o.","Dolný Kubín"
Ju769ToQ74D,sale,house,200,"new construction","DRR INVEST, s. r. o.","Horný Hričov"
JuOV-FJAPLW,sale,house,100,"new construction","Piata Avenue",Žilina
Ju4ivccKHTO,sale,house,200,unrenovated,"BeMi realitná kancelária",Nitra
Juygw_dFMSa,sale,house,400,"fully renovated","RES GROUP, s.r.o.",Žilina
Ju_VPyRRw8c,sale,house,160,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JuD_agZTj5g,sale,house,1028,unrenovated,"Nové bývanie",Nitra
JuEyQXVJHfz,sale,house,143,"new construction","JKV REAL",Prievidza
Juady9vqBv8,sale,house,350,"new construction","Ing. Marcela Pišteková",Turzovka
Juj0QibLMWk,sale,house,186,"new construction","JPE. Reality - Jozef Pajer",Čadca
Ju3T5ymjwHh,sale,house,105,unrenovated,"Realitná kancelária",Bratislava
Ju-s0a69uoP,sale,house,NULL,"fully renovated",NULL,NULL
Jua9bDzVCPy,sale,house,110,unrenovated,"RE/MAX Slovakia",Bratislava
Ju4sn1YIbXo,sale,house,NULL,"new construction",NULL,NULL
JuUAzZ1DM53h,sale,house,97,"fully renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuVWSdPVacq,sale,house,160,unrenovated,"RE/MAX Slovakia",Bratislava
JuoeXyKL-xw,sale,house,240,"partially renovated","TB Real, spol. s r.o.",Košice
JuU-CdEC7dE,sale,house,140,unrenovated,"1. Reality Rent, s.r.o.",Žilina
JuyjJhU57Ie,sale,house,280,"fully renovated","B10 Slovensko, a. s.",Žilina
JuUOF1Y8GRc,sale,house,800,"partially renovated","TUreality s.r.o.",Žilina
JuS_jt578hW,sale,house,266,"partially renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuTtMGChCvj,sale,house,664,"partially renovated","TUreality s.r.o.",Žilina
JubSMkcIUwQ,sale,house,450,"fully renovated","Piata Avenue",Žilina
JuUPsxDPB3P,sale,house,226,unrenovated,"LICITOR group, a.s.",Žilina
JuNSm4v7OPl,sale,house,58,"new construction","BeMi realitná kancelária",Nitra
Ju85rN2RkNp,sale,house,320,"partially renovated","ŽILINAREAL, s.r.o.",Žilina
JuGV2Mc53Dd,sale,house,121,"new construction","RE/MAX Slovakia",Bratislava
Ju_8_vlnZwY,sale,house,18,"new construction","IVANING, s. r. o.",Ružomberok
JulClHeflP9,sale,house,180,"fully renovated","Babony TRE s.r.o.",Bratislava
JuQiG2ih2SK,sale,house,NULL,unrenovated,"HALO reality, s.r.o.",Prievidza
JugmUi1YrCL,sale,house,NULL,"partially renovated",NULL,NULL
JuAUegGsDW_,sale,house,96,"fully renovated","TARGETreal s. r. o.",Žilina
JuLc8gW9OHd,sale,house,220,unrenovated,"RS Mansory s.r.o.",Bratislava
JuD5IEP-_uU,sale,house,728,"new construction","TUreality s.r.o.",Žilina
Juh02qpId7f,sale,house,180,"partially renovated","HOLESTIAK.sk reality s.r.o.",Čadca
JudW0vCLa-q,sale,house,220,"partially renovated","ŽILINAREAL, s.r.o.",Žilina
JuZSCNK7v3l,sale,house,300,"fully renovated","RIEŠIME BÝVANIE",Bratislava
JuNXUaLV7F5,sale,house,117,"new construction","HOLESTIAK.sk reality s.r.o.",Čadca
Jubpxb0JsTj,sale,house,140,unrenovated,"Trioreality, s.r.o.",Čadca
Ju4kDIYSKlj,sale,house,210,unrenovated,"RIEŠIME BÝVANIE",Bratislava
Jua9FHHUfWA,sale,house,150,"partially renovated","Realitné kancelárie SR",Bratislava
JufVXI6GuhC,sale,house,520,"partially renovated","BV REAL PD, s.r.o.",Prievidza
Juevnd4jsoA,sale,house,100,"partially renovated","ROMDOM, s. r. o",Žilina
JuY6OUpbXjU,sale,house,159,"new construction","Realitná kancelária RED, s.r.o.",Žilina
Jug6zZpbgms,sale,house,125,"fully renovated","RIEŠIME BÝVANIE",Bratislava
JuP0XzI2a8X,sale,house,160,unrenovated,"RE/MAX Slovakia",Bratislava
JuQ_I0ff1WB,sale,house,NULL,"partially renovated","TOCA, s.r.o. Realitná činnosť",Bytča
JuxsRe4hFI1,sale,house,131,"new construction","ALT REAL, s.r.o.",Martin
JurFmDveVmQ,sale,house,178,"partially renovated",NULL,NULL
JuqBCTYKWBNV,sale,house,143,"new construction","Nové bývanie",Nitra
JuOH45yXH5x,sale,house,160,"partially renovated","Wealth Group, s.r.o.","Nová Dedinka"
JuNAkKLTuvU,sale,house,103,"under construction","TARGETreal s. r. o.",Žilina
JubXfE9326q,sale,house,125,"partially renovated","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JurPQrgAzVa,sale,house,180,"new construction","ROMDOM, s. r. o",Žilina
JuO0hdGmTXM,sale,house,150,unrenovated,"Reality AK, spol. s r.o.",Martin
Ju99F1V9-a5,rent,house,100,"new construction","Reality Alpia",Martin
JuGAfyDq6Le,sale,house,140,unrenovated,"BeMi realitná kancelária",Nitra
Jud-pgAdAnR,sale,house,355,"partially renovated","Realitné kancelárie SR",Bratislava
JunMD2_PHX1,sale,house,392,"new construction","R2 SK, s.r.o.",Žilina
Jut9hBMvkj1,sale,house,145,"new construction","Realitná kancelária RED, s.r.o.",Žilina
JuNkZt-5-PV,sale,house,72,"partially renovated","Vianema s.r.o.",Bratislava
JuMIjDzPJlV,sale,house,170,"partially renovated","Realitná kancelária RED, s.r.o.",Žilina
Ju08TjjVb3y,sale,house,98,"new construction","TUreality s.r.o.",Žilina
Juove7AkwvT,sale,house,160,"new construction","ALT REAL, s.r.o.",Martin
JuqQL7cMBce,sale,house,160,unrenovated,"WFG reality, s.r.o.",Žilina
JuoK79RAO1k,sale,house,110,unrenovated,"HOLESTIAK.sk reality s.r.o.",Čadca
JuyE1SKm9MG,sale,house,305,"new construction","RE/MAX Slovakia",Bratislava
JugZv3txcdX,sale,house,100,"partially renovated","REALITY SPOLU",Bratislava
JuAUIyCgthV,sale,house,330,"fully renovated","Ing.Zuzana Paverová","Turčianske Teplice"
Ju2CLffbgDO,sale,house,240,unrenovated,"Realitné kancelárie SR",Bratislava
JulOKuOiom0,sale,house,348,unrenovated,"Reality AK, spol. s r.o.",Martin
JuV6m-uCHri,sale,house,192,"partially renovated","NajBývanie, s.r.o.",Ružomberok
Ju1ofqUKnGJ,rent,house,120,"new construction",NULL,NULL
JuPf2GxFke-,sale,house,190,"fully renovated","Realitné kancelárie SR",Bratislava
JuBb5_6WbFx,sale,house,NULL,"under construction",liptoreal,"Liptovský Mikuláš"
JuBFSGXIbQg,sale,house,97,"fully renovated","Reality D.P.A.",Martin
JuSEx_tCHgm,sale,house,155,"partially renovated","Reality ASTORIA, s.r.o.",Martin
Ju8D90dPeWn,sale,house,115,"under construction","TRI LIPY, s. r. o.",Čadca
JuSIu9gfLrM,sale,house,500,"new construction","Reality Alpia",Martin
JuZZAG3gZ4P,sale,house,160,"fully renovated","Realitné kancelárie SR",Bratislava
Jubw55XES_L,sale,house,270,unrenovated,"Realitná kancelária RED, s.r.o.",Žilina
Ju4qLAERlSe,sale,house,336,"new construction","HERRYS s.r.o.",Bratislava
Ju7bwTEg95z,sale,house,136,"under construction","RES GROUP, s.r.o.",Žilina
JuyVs7iUVpH,sale,house,238,"new construction","Real Estate Group4U","Považská Bystrica"
JuQLhnk0fIJ,sale,house,208,"partially renovated","RK Dalmia s. r. o.","Dolný Kubín"
JuTHsp0WSDj,sale,house,200,"new construction","B10 Slovensko, a. s.",Žilina
Juq9xnQNQkn,sale,house,110,"new construction",donidDevelop,"Dolný Kubín"
JuyzhTATpQT,sale,house,180,unrenovated,"RS Mansory s.r.o.",Bratislava
Ju201YVcPl9,sale,house,1608,"partially renovated","Reality Alpia",Martin
JuEkXTiy4W0,sale,house,110,"fully renovated","Ing. Marcela Pišteková",Turzovka
JuRCZxG-Ooz,sale,house,85,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
Ju2g9qDY7C2,sale,house,144,unrenovated,"LAVENTURA s.r.o.",Žilina
JuiurmGxqdw,sale,house,110,"partially renovated",jabyvam.sk,"Liptovský Mikuláš"
Ju5l4eqQWuo,sale,house,132,"new construction",NULL,NULL
JubPnkGYuzd,sale,house,50,unrenovated,"Romantické Chalupy, s.r.o.",Bratislava
JutUghljOFb,sale,house,132,"new construction","TARGETreal s. r. o.",Žilina
JuOcMarFG9f,sale,house,300,"partially renovated","B10 Slovensko, a. s.",Žilina
Ju1nsnm6Thh,sale,house,140,"fully renovated","Realitné kancelárie SR",Bratislava
